# Results of Galfit fitting to the mock r-band images of EAGLE galaxies at z=0.1
#
# COLUMN 1	[-]	Unique galaxy ID
# COLUMN 2	[mag]	best-fit integrated AB magnitude from Galfit
# COLUMN 3	[mag]	uncertainty on the best-fit integrated AB magnitude from Galfit
# COLUMN 4	[kpc]	best-fit semi-major axis from Galfit
# COLUMN 5	[kpc]	uncertainty on the best-fit semi-major axis from Galfit
# COLUMN 6	[-]	best-fit Sersic index from Galfit
# COLUMN 7	[-]	uncertainty on the best-fit Sersic index from Galfit
# COLUMN 8	[-]	best-fit axis ratio from Galfit
# COLUMN 9	[-]	uncertainty on the best-fit axis ratio from Galfit
# COLUMN 10	[deg]	best-fit position angle from Galfit 
# COLUMN 11	[deg]	uncertainty on the best-fit position angle from Galfit
# COLUMN 12	[-]	quality flag (see description in Section 3.2.3)
#
GalaxyID,galfit_mag,galfit_dmag,galfit_re,galfit_dre,galfit_n,galfit_dn,galfit_q,galfit_dq,galfit_PA,galfit_dPA,flag
3523446,17.8605,0.01,2.271,0.03,1.5379,0.07,0.5285,0.01,54.7161,0.83,0
3524790,18.1416,0.01,3.291,0.068,1.6211,0.08,0.4283,0.01,-6.5356,0.78,0
3525686,18.1566,0.02,2.773,0.083,2.0064,0.11,0.8597,0.02,-31.4436,5.06,0
3527041,18.2072,0.02,2.429,0.068,2.1501,0.14,0.8358,0.02,-46.1024,4.49,0
3528200,18.6624,0.02,4.547,0.158,1.1193,0.06,0.503,0.01,-34.4448,1.46,0
3528962,18.2425,0.03,3.967,0.158,2.0281,0.11,0.5976,0.02,-17.6863,1.65,0
3530371,18.5707,0.03,3.643,0.143,1.418,0.08,0.847,0.02,34.5068,6.29,0
3531105,18.3808,0.01,2.057,0.038,1.44,0.11,0.4154,0.01,-65.4256,0.94,0
3531688,18.5834,0.03,4.279,0.158,1.2099,0.06,0.7151,0.02,1.5763,3.07,0
3533021,19.0998,0.01,1.734,0.053,0.9409,0.13,0.7895,0.03,-53.2449,5.47,0
3535998,18.7977,0.03,4.22,0.204,1.4966,0.11,0.521,0.02,-37.5057,1.88,0
3537188,18.763,0.02,2.313,0.06,1.4753,0.14,0.6718,0.02,10.735,2.76,0
3537758,18.7293,0.02,3.655,0.128,1.323,0.09,0.4892,0.02,-23.1342,1.46,0
3538779,18.9106,0.04,3.364,0.249,2.5076,0.3,0.4863,0.03,44.4577,2.11,0
3539991,18.9112,0.01,1.981,0.053,0.8661,0.09,0.8233,0.02,79.7587,5.41,0
3540463,19.2157,0.02,1.476,0.053,1.0136,0.18,0.853,0.03,-24.6116,9.42,0
3543223,18.8835,0.03,2.066,0.09,2.2861,0.28,0.8312,0.04,-21.5953,7.76,0
3544703,19.1092,0.04,2.323,0.113,2.016,0.28,0.6377,0.03,-14.798,3.69,0
3545253,19.0134,0.03,2.851,0.128,1.4287,0.14,0.6958,0.03,-39.006,3.82,0
3550458,18.9396,0.02,2.178,0.068,1.5288,0.17,0.6329,0.03,75.7649,2.82,0
3868860,18.3437,0.01,0.853,0.038,1.3216,0.23,0.3079,0.04,75.2524,1.49,0
4209798,18.3953,0.02,2.238,0.06,2.1622,0.17,0.7601,0.02,1.6674,3.39,0
4456330,17.5341,0.01,5.912,0.128,1.4342,0.04,0.7095,0.01,34.2956,1.52,0
4458733,17.7079,0.03,5.812,0.256,2.5004,0.11,0.7833,0.02,-82.3903,2.89,0
4461432,16.5734,0.01,6.415,0.098,2.3041,0.04,0.6767,0.01,-62.8082,0.7,0
4469364,17.8067,0.01,3.579,0.068,1.6144,0.05,0.6213,0.01,37.4877,1.13,0
4470670,17.9327,0.02,6.311,0.151,1.0225,0.04,0.6352,0.01,71.0559,1.47,0
4471814,17.8214,0.02,3.827,0.121,2.4123,0.11,0.6286,0.01,-24.227,1.37,0
4475268,18.259,0.02,5.747,0.143,1.0634,0.05,0.3902,0.01,-21.2104,0.75,0
4475900,18.1546,0.01,3.495,0.053,0.9675,0.04,0.4026,0.01,-44.7655,0.62,0
4476933,17.889,0.02,4.017,0.166,2.5858,0.13,0.7457,0.02,-33.2259,2.46,0
4477698,18.044,0.03,4.669,0.249,2.406,0.13,0.995,0.03,57.934,178.88,0
4479791,18.7872,0.04,3.401,0.219,1.9054,0.17,0.9885,0.04,13.1498,122.07,0
4480429,18.5702,0.02,3.638,0.121,1.4118,0.09,0.509,0.01,7.1838,1.4,0
4481515,18.8799,0.03,2.593,0.106,1.6163,0.15,0.8006,0.03,-64.1321,5.78,0
4481851,18.5389,0.02,5.151,0.181,0.9616,0.05,0.7437,0.02,-25.7757,3.57,0
4513779,17.6945,0.01,2.467,0.03,1.2092,0.04,0.9382,0.01,-52.9043,6.85,0
4518274,18.0261,0.02,4.349,0.143,1.7247,0.07,0.761,0.02,-63.5818,2.68,0
4519509,18.0227,0.02,2.323,0.053,2.2078,0.13,0.9066,0.02,28.4062,7.17,0
4520853,18.4339,0.02,3.07,0.09,1.5366,0.09,0.5927,0.02,27.3244,1.64,0
4521742,18.5263,0.02,2.664,0.083,1.7051,0.13,0.6642,0.02,-51.2578,2.33,0
4522287,18.7983,0.04,3.639,0.234,2.0476,0.19,0.6621,0.03,31.7965,3.35,0
4525157,18.8597,0.05,3.687,0.264,1.9144,0.18,0.877,0.04,86.6223,11.66,0
4526427,19.0692,0.03,2.229,0.083,1.7847,0.23,0.6819,0.03,41.2185,3.98,0
4527383,18.6229,0.02,2.434,0.075,1.8162,0.16,0.6685,0.02,57.7435,2.61,0
4529052,18.937,0.04,3.548,0.181,1.472,0.12,0.701,0.03,-53.8715,3.86,0
4531543,19.0902,0.04,2.939,0.151,1.3375,0.12,0.9017,0.04,33.0083,14.78,0
4534539,18.9622,0.04,4.324,0.234,1.2736,0.1,0.6342,0.03,-80.9968,3.15,0
4535967,18.5834,0.07,6.189,0.754,3.1824,0.34,0.599,0.03,21.6017,2.99,0
4559080,18.22,0.02,4.647,0.128,1.3579,0.06,0.4379,0.01,-19.7079,0.86,0
4560273,18.221,0.02,2.801,0.09,2.2108,0.14,0.7324,0.02,-30.6348,2.67,0
4561774,18.6252,0.02,2.398,0.06,1.1757,0.08,0.9127,0.02,-87.0477,10.12,0
4562581,18.0395,0.02,4.626,0.106,1.351,0.05,0.4406,0.01,45.1429,0.75,0
4563638,18.5885,0.04,4.654,0.256,1.7733,0.13,0.6471,0.02,59.473,2.75,0
4565801,18.7706,0.03,3.941,0.181,1.4224,0.1,0.62,0.02,57.0146,2.51,0
4566939,18.5661,0.03,3.155,0.143,1.9815,0.15,0.7446,0.02,-36.5802,3.73,0
4572638,18.8423,0.05,5.068,0.354,1.6873,0.14,0.647,0.03,59.9752,3.47,0
4576044,18.515,0.01,2.467,0.045,1.158,0.07,0.7084,0.02,88.9698,2.38,0
4580964,19.0221,0.02,2.026,0.068,1.3995,0.17,0.6711,0.03,5.0466,3.38,0
5296020,17.8434,0.01,2.651,0.03,1.5991,0.07,0.4987,0.01,-62.3878,0.76,0
5297362,18.2076,0.01,3.653,0.075,0.9534,0.04,0.7046,0.01,-30.0881,1.86,0
5298387,17.8967,0.02,4.653,0.113,1.5869,0.06,0.5128,0.01,-15.2823,0.89,0
5299570,17.5648,0.01,3.756,0.045,1.2607,0.03,0.5437,0.01,15.4698,0.65,0
5309323,19.0155,0.02,1.62,0.06,1.6804,0.23,0.7602,0.03,4.5649,5.32,0
5321154,18.5706,0.03,4.128,0.211,1.8663,0.13,0.6276,0.02,20.9983,2.4,0
5321933,18.3832,0.05,7.031,0.52,2.0856,0.15,0.6761,0.03,-27.3105,3.27,0
5324031,18.9091,0.02,2.952,0.075,0.8926,0.06,0.5409,0.02,-58.872,1.72,0
5325100,18.9203,0.06,4.79,0.4,1.9128,0.19,0.6928,0.03,71.6114,4.57,0
5337541,18.2265,0.01,2.267,0.038,1.437,0.09,0.681,0.01,86.0782,1.81,0
5338601,18.2454,0.02,2.49,0.075,2.6473,0.2,0.4954,0.02,71.5374,1.24,0
5339301,18.637,0.02,3.052,0.09,1.6014,0.12,0.4423,0.02,-54.9145,1.23,0
5340165,18.1046,0.01,3.65,0.053,0.9363,0.04,0.4739,0.01,-52.4822,0.73,0
5341887,18.0626,0.01,1.698,0.015,0.6163,0.05,0.4458,0.01,68.5052,0.76,0
5344772,18.4408,0.02,4.019,0.151,1.4368,0.08,0.7301,0.02,-15.4458,3.01,0
5346019,19.0642,0.01,1.437,0.053,1.2062,0.19,0.7585,0.03,-64.0562,5.17,0
5347071,18.93,0.02,1.588,0.06,1.9426,0.27,0.6993,0.03,12.6379,4.02,0
5348717,18.5295,0.03,2.764,0.151,2.7261,0.26,0.7189,0.03,-85.0643,3.51,0
5350519,18.7481,0.05,4.89,0.384,2.045,0.18,0.7206,0.03,-73.8306,4.53,0
5351637,19.0664,0.03,2.486,0.09,1.4187,0.16,0.6718,0.03,-70.5071,3.55,0
5352574,19.1742,0.03,2.235,0.09,1.3922,0.17,0.9417,0.04,36.8503,25.89,0
5367150,17.8396,0.01,4.249,0.053,0.8182,0.03,0.3979,0.0,-84.573,0.46,0
5368410,18.8723,0.05,5.103,0.407,2.0503,0.2,0.4739,0.02,87.8448,2.02,0
5368984,18.4306,0.05,6.247,0.505,2.3852,0.19,0.6749,0.03,-8.7966,3.29,0
5370324,18.6783,0.02,2.51,0.075,1.6316,0.14,0.6633,0.02,34.514,2.59,0
5372002,18.9317,0.04,3.445,0.211,1.8659,0.19,0.609,0.03,45.8763,2.9,0
5373264,18.8584,0.03,3.524,0.151,1.3048,0.09,0.661,0.02,18.0227,2.97,0
5374885,18.6555,0.03,2.319,0.128,2.9795,0.34,0.7302,0.03,39.9563,4.2,0
5956833,17.6197,0.01,3.674,0.068,1.7712,0.06,0.6128,0.01,75.2945,0.98,0
5958292,17.9288,0.01,6.095,0.136,1.2088,0.04,0.3872,0.01,-54.9274,0.59,0
5959322,17.9457,0.02,4.425,0.121,1.6864,0.06,0.6157,0.01,3.2502,1.33,0
5960126,18.157,0.01,1.917,0.038,2.0845,0.14,0.5595,0.01,-74.1668,1.31,0
5961317,18.2894,0.02,2.028,0.045,1.7754,0.12,0.885,0.02,-64.0251,6.52,0
5962246,18.346,0.01,1.972,0.045,1.6,0.11,0.8912,0.02,-72.0926,7.01,0
5963335,18.5785,0.07,8.759,0.957,2.2086,0.21,0.6285,0.03,1.542,3.69,0
5965713,18.5359,0.02,2.677,0.068,1.6472,0.13,0.5342,0.02,5.7269,1.5,0
5974062,18.4113,0.02,3.5,0.09,1.104,0.05,0.6877,0.01,5.0816,2.11,0
5988782,17.8269,0.01,2.31,0.03,1.4408,0.06,0.6441,0.01,-82.4298,1.14,0
5990641,18.1056,0.02,4.157,0.098,1.0381,0.04,0.8885,0.02,31.9273,5.85,0
5994742,18.5055,0.02,4.691,0.113,0.7837,0.04,0.5958,0.01,58.1614,1.61,0
6004915,16.4259,0.01,8.59,0.196,3.1456,0.06,0.6486,0.01,57.0357,0.67,0
6022578,17.5797,0.01,6.0,0.09,0.8737,0.02,0.6793,0.01,-68.2162,1.22,0
6024688,18.794,0.03,3.105,0.143,1.8516,0.17,0.5292,0.02,19.6788,1.93,0
6026428,19.0101,0.03,2.842,0.128,1.5007,0.15,0.6937,0.03,68.2752,3.82,0
6037179,18.0094,0.01,3.779,0.068,1.1795,0.04,0.5267,0.01,57.5385,0.88,0
6038360,17.8316,0.02,3.047,0.068,2.0796,0.09,0.6919,0.01,-8.477,1.6,0
6040034,18.5285,0.04,2.83,0.204,3.3882,0.36,0.6858,0.03,85.6359,3.33,0
6041564,18.4816,0.03,2.3,0.106,2.8192,0.27,0.8295,0.03,69.3541,5.99,0
6043241,18.8509,0.02,1.639,0.06,1.7501,0.21,0.8732,0.03,11.5715,9.38,0
6053319,18.325,0.02,3.13,0.121,2.1355,0.14,0.6518,0.02,39.1198,2.09,0
6058210,19.0624,0.05,3.018,0.241,2.3819,0.32,0.6425,0.04,22.6586,3.97,0
6066836,18.4877,0.03,1.358,0.068,3.441,0.42,0.9476,0.03,88.7576,25.72,2
6068064,17.3934,0.02,6.0,0.173,2.1812,0.07,0.7415,0.01,-53.9498,1.74,0
6074567,18.9607,0.04,3.649,0.188,1.2108,0.09,0.9025,0.03,-60.9693,13.99,0
6076301,18.7579,0.02,3.785,0.106,0.8581,0.06,0.534,0.01,15.5605,1.53,0
6077307,18.8973,0.01,1.323,0.038,1.1651,0.17,0.7782,0.02,73.0294,5.0,0
6082967,17.4788,0.06,12.872,1.251,3.8609,0.23,0.6441,0.02,25.591,2.01,0
6084349,18.5029,0.01,1.639,0.03,0.734,0.08,0.5256,0.02,53.5518,1.31,0
6086970,18.1024,0.02,7.905,0.279,1.4006,0.06,0.3688,0.01,77.1229,0.75,0
6588843,18.4547,0.03,3.327,0.143,2.1715,0.16,0.5512,0.02,-34.0659,1.67,0
6592636,18.8312,0.03,2.801,0.113,1.5633,0.14,0.6904,0.03,54.0689,3.27,0
6599298,17.9559,0.02,3.159,0.083,1.8097,0.08,0.9039,0.02,-7.4901,6.47,0
6600556,18.1184,0.01,1.539,0.015,0.7144,0.07,0.4068,0.01,77.4122,0.81,0
6602359,18.218,0.02,3.158,0.075,1.4639,0.07,0.6872,0.01,10.3025,1.93,0
6611996,18.1351,0.02,3.708,0.09,1.3683,0.05,0.6244,0.01,38.2522,1.44,0
6612867,18.651,0.03,5.76,0.279,1.3547,0.08,0.497,0.02,5.8723,1.66,0
6613433,18.7097,0.02,2.121,0.053,1.5008,0.14,0.6562,0.02,18.9683,2.52,0
6615741,19.0834,0.03,2.309,0.098,1.4557,0.16,0.9593,0.04,80.2801,35.49,0
6620620,18.1092,0.01,2.261,0.023,0.7018,0.04,0.4584,0.01,21.4099,0.69,0
6621771,18.3314,0.02,2.442,0.068,1.7956,0.12,0.8819,0.02,-8.8078,6.69,0
6623024,18.9072,0.02,3.531,0.113,0.7759,0.06,0.8359,0.02,10.0489,6.33,0
6630026,18.1286,0.02,5.637,0.128,0.9566,0.04,0.5697,0.01,-45.5858,1.24,0
6631027,18.4288,0.02,3.939,0.121,1.2599,0.06,0.605,0.01,-0.7638,1.69,0
6639777,17.4465,0.03,6.631,0.332,3.3699,0.14,0.6232,0.01,-58.9511,1.3,0
6642819,18.0195,0.01,5.693,0.113,0.8042,0.03,0.6198,0.01,-31.2101,1.31,0
6643600,18.8394,0.02,4.998,0.181,0.9835,0.07,0.3857,0.01,54.599,1.13,0
6650954,17.1885,0.01,4.3,0.106,2.7923,0.08,0.6284,0.01,-46.7206,0.88,0
6656923,19.1,0.05,2.335,0.181,2.6314,0.41,0.8062,0.05,-12.4555,8.61,0
6659447,16.6063,0.01,9.246,0.098,1.2402,0.02,0.4174,0.0,68.6213,0.28,0
6688619,18.4217,0.01,2.703,0.03,0.8562,0.05,0.441,0.01,-53.1279,0.84,0
7135148,18.791,0.03,3.304,0.143,1.6506,0.14,0.5689,0.02,-8.8306,2.13,0
7142699,18.4976,0.01,2.502,0.045,1.2922,0.09,0.4861,0.01,-3.0784,1.15,0
7143602,18.6949,0.02,3.423,0.113,1.1054,0.06,0.7577,0.02,14.9302,3.67,0
7144268,18.9048,0.03,3.873,0.173,1.2556,0.09,0.5888,0.02,-38.2855,2.4,0
7154022,18.3526,0.02,3.225,0.121,2.2376,0.16,0.5097,0.02,-22.2997,1.35,0
7164803,17.8764,0.01,3.073,0.038,1.2981,0.05,0.4811,0.01,-29.2269,0.68,0
7167140,18.7917,0.03,5.541,0.271,1.3038,0.09,0.4161,0.01,43.6798,1.38,0
7168277,19.0213,0.03,5.134,0.219,0.859,0.07,0.4948,0.02,-72.9394,1.89,0
7173185,18.5279,0.02,5.289,0.173,1.1358,0.06,0.4134,0.01,-75.8277,1.01,0
7173884,18.6328,0.03,3.587,0.136,1.3197,0.08,0.7114,0.02,78.968,3.06,0
7174790,17.8539,0.02,3.771,0.09,1.5854,0.05,0.7432,0.01,38.3688,1.98,0
7182472,18.9625,0.02,3.062,0.083,0.7141,0.06,0.6488,0.02,-37.7505,2.44,0
7190132,18.3193,0.03,3.731,0.188,2.2278,0.14,0.8114,0.02,-41.4969,4.67,0
7196586,18.761,0.04,4.253,0.264,1.7973,0.15,0.6878,0.03,86.5173,3.61,0
7197620,18.7287,0.02,2.9,0.098,1.1881,0.07,0.8782,0.02,9.4959,8.15,0
7198868,18.5201,0.02,3.417,0.121,1.5823,0.1,0.5609,0.02,37.7624,1.63,0
7199854,18.7072,0.02,3.052,0.075,1.0903,0.07,0.5104,0.01,34.7052,1.41,0
7206719,19.0965,0.03,3.137,0.128,1.1504,0.1,0.6064,0.02,-66.022,2.74,0
7607854,18.5451,0.01,2.286,0.045,1.1672,0.09,0.517,0.01,21.75,1.28,0
7608941,18.9669,0.04,3.022,0.188,1.9665,0.22,0.7078,0.03,-89.3189,4.37,0
7613426,18.2618,0.02,4.93,0.143,1.1964,0.05,0.6281,0.01,-47.8579,1.73,0
7615335,17.9495,0.01,6.286,0.106,0.6065,0.02,0.6885,0.01,-77.988,1.62,0
7615994,18.3544,0.03,5.211,0.249,1.6416,0.09,0.7554,0.02,-80.8882,3.72,0
7624200,18.5237,0.02,3.566,0.083,0.8819,0.05,0.6554,0.01,64.4383,1.91,0
7629051,18.2943,0.02,5.676,0.151,0.9787,0.04,0.5187,0.01,16.4397,1.2,0
7634996,17.2271,0.01,3.787,0.053,1.9185,0.05,0.4942,0.01,7.6854,0.49,0
7645010,18.7098,0.02,2.413,0.06,1.4391,0.12,0.6917,0.02,82.2813,2.84,0
7645674,18.7832,0.04,6.097,0.377,1.608,0.13,0.396,0.02,-33.2333,1.42,0
7653318,18.9697,0.03,2.338,0.083,1.463,0.15,0.7894,0.03,51.0722,5.57,0
7657927,18.2137,0.02,4.586,0.158,1.6071,0.08,0.6145,0.01,-65.704,1.67,0
7658846,18.3411,0.02,2.112,0.06,2.6694,0.23,0.6402,0.02,-22.2202,2.17,0
7659938,18.3965,0.02,4.545,0.151,1.0655,0.05,0.8975,0.02,-45.1338,8.72,0
7672461,18.6823,0.04,5.204,0.279,1.3767,0.09,0.743,0.03,58.1627,4.45,0
7678274,18.9557,0.02,5.168,0.188,0.7907,0.06,0.475,0.01,-18.2099,1.62,0
7680777,18.7833,0.03,1.746,0.068,2.4234,0.3,0.7547,0.03,75.1751,4.84,0
7685217,18.8555,0.03,3.794,0.151,1.2491,0.09,0.5349,0.02,22.0988,1.9,0
7691025,18.0009,0.03,11.042,0.52,1.5647,0.08,0.383,0.01,71.3456,0.91,0
7694029,18.012,0.03,5.478,0.332,3.0072,0.18,0.5429,0.02,-19.2532,1.41,0
7703263,18.6469,0.01,3.464,0.083,0.7222,0.05,0.7848,0.02,-1.7298,3.58,0
7704503,18.6942,0.03,4.967,0.226,1.2254,0.07,0.6857,0.02,19.168,3.24,0
7705672,18.8217,0.03,3.03,0.121,1.2435,0.08,0.8783,0.03,-54.3512,9.07,0
7707096,18.5981,0.02,2.996,0.098,1.535,0.11,0.5968,0.02,-89.4314,1.9,0
8058403,16.9375,0.04,8.083,0.611,5.7548,0.26,0.9656,0.02,-87.0887,15.32,0
8061835,17.005,0.01,7.412,0.151,1.8645,0.04,0.6459,0.01,-13.0419,0.89,0
8065154,17.7908,0.02,1.45,0.06,5.5773,0.44,0.833,0.02,27.4016,4.59,0
8068621,17.3873,0.01,5.743,0.121,1.7316,0.04,0.5979,0.01,-46.4489,0.88,0
8071906,16.5843,0.01,6.738,0.166,3.2392,0.07,0.776,0.01,-58.4029,1.25,0
8077032,17.4204,0.01,4.077,0.083,1.8191,0.05,0.8793,0.01,-88.3288,3.52,0
8080039,17.5084,0.01,6.236,0.128,1.3765,0.03,0.6327,0.01,68.0117,1.09,0
8083282,17.3308,0.01,11.058,0.226,1.1331,0.03,0.4557,0.01,83.5587,0.64,0
8085138,18.4767,0.02,7.004,0.211,0.9176,0.05,0.3454,0.01,-53.2703,0.8,0
8086783,17.4111,0.0,2.26,0.023,1.2712,0.04,0.4589,0.01,-16.2101,0.46,0
8088441,17.4976,0.01,8.375,0.128,0.8078,0.02,0.4641,0.0,70.5054,0.59,0
8090113,17.7544,0.02,5.255,0.158,2.1485,0.08,0.4639,0.01,-0.8247,0.76,0
8092294,16.8753,0.01,2.326,0.06,5.32,0.19,0.7199,0.01,-30.838,1.21,0
8095973,17.8579,0.03,3.663,0.166,3.239,0.19,0.6395,0.02,-42.7398,1.63,0
8097697,17.6884,0.01,7.137,0.09,0.6931,0.02,0.3912,0.0,6.2608,0.45,0
8099174,17.1062,0.01,7.838,0.158,1.4193,0.03,0.9235,0.01,-16.3632,5.92,0
8101596,17.0519,0.02,5.094,0.226,4.7454,0.18,0.6405,0.01,-76.7895,1.04,0
8107563,17.3813,0.01,8.718,0.166,1.3437,0.03,0.3373,0.0,-46.8868,0.37,0
8109571,17.5417,0.02,6.199,0.136,1.4049,0.04,0.7128,0.01,39.9612,1.58,0
8111398,17.8172,0.02,6.994,0.204,1.4024,0.05,0.5777,0.01,-13.1112,1.22,0
8112693,17.5221,0.01,2.757,0.038,2.5057,0.1,0.4167,0.01,4.1512,0.54,0
8114253,18.7712,0.04,3.89,0.211,1.6815,0.13,0.6356,0.02,63.7121,2.8,0
8115174,18.5183,0.02,3.212,0.09,1.3396,0.08,0.5508,0.01,-28.4964,1.46,0
8116062,17.9292,0.02,7.066,0.226,1.199,0.04,0.7608,0.02,-78.4941,2.95,0
8117170,17.9066,0.0,2.146,0.023,1.1192,0.06,0.3847,0.01,87.9037,0.56,0
8119056,18.0534,0.03,4.426,0.226,2.5357,0.14,0.7699,0.02,5.7791,3.25,0
8120452,17.7744,0.02,7.813,0.256,1.3229,0.04,0.7759,0.02,-70.9435,3.07,0
8121522,18.1647,0.02,4.951,0.136,1.3353,0.05,0.4759,0.01,40.0419,0.94,0
8122788,17.5476,0.02,3.8,0.136,3.1059,0.13,0.7652,0.01,-11.301,2.14,0
8125802,18.5015,0.02,3.659,0.113,1.4719,0.09,0.491,0.01,-8.6347,1.25,0
8126917,18.0313,0.04,8.107,0.55,2.3156,0.14,0.6788,0.02,54.3791,2.71,0
8128032,18.5625,0.03,5.025,0.249,1.7446,0.12,0.4591,0.02,24.8759,1.39,0
8128761,17.3843,0.01,3.977,0.075,1.9145,0.05,0.8389,0.01,-66.0472,2.48,0
8131927,18.2997,0.03,6.049,0.226,1.4595,0.07,0.4157,0.01,5.4809,0.97,0
8132671,18.2758,0.04,11.672,0.754,1.6836,0.11,0.3425,0.01,80.3632,1.04,0
8133712,18.0852,0.04,5.51,0.317,2.6033,0.15,0.6288,0.02,22.3717,1.95,0
8135171,18.2832,0.03,6.367,0.241,1.1114,0.05,0.7591,0.02,44.3205,3.66,0
8136011,17.8454,0.02,4.13,0.143,2.1725,0.09,0.8694,0.02,52.861,4.87,0
8139480,18.4569,0.03,2.876,0.128,2.3532,0.19,0.69,0.02,-66.548,2.77,0
8141418,17.547,0.01,5.599,0.09,0.9787,0.03,0.8213,0.01,-44.8752,2.47,0
8143479,18.2245,0.03,6.582,0.279,1.4542,0.07,0.6381,0.02,-20.496,2.13,0
8145430,18.41,0.02,6.005,0.136,0.8164,0.04,0.3374,0.01,-81.18,0.66,0
8146111,18.3589,0.02,5.217,0.173,1.1641,0.05,0.6268,0.01,-81.5818,1.91,0
8147616,18.6155,0.02,3.536,0.113,1.0175,0.06,0.8827,0.02,63.5268,7.88,0
8148722,17.8239,0.02,5.436,0.136,1.4392,0.05,0.6046,0.01,62.5321,1.21,0
8150447,18.7001,0.02,4.722,0.151,0.9386,0.06,0.5325,0.01,-31.8218,1.61,0
8151799,18.6741,0.02,5.879,0.188,0.8168,0.05,0.4603,0.01,-80.6322,1.3,0
8152593,18.2385,0.04,5.015,0.339,2.5955,0.18,0.8192,0.03,1.2048,5.36,0
8153608,18.3461,0.02,2.622,0.06,1.8595,0.13,0.5483,0.02,21.5253,1.39,0
8155846,18.2976,0.02,2.069,0.053,2.3107,0.18,0.7168,0.02,-16.8348,2.64,0
8158154,18.127,0.1,11.801,2.043,3.9329,0.42,0.7365,0.04,-17.5226,5.09,0
8160538,18.8723,0.02,2.107,0.068,1.7257,0.19,0.6607,0.03,-64.4459,3.07,0
8166018,15.9054,0.01,8.218,0.151,3.8042,0.06,0.6582,0.0,38.6436,0.5,0
8193526,16.3042,0.01,4.424,0.038,1.8446,0.02,0.7992,0.0,10.5221,0.86,0
8206768,16.3441,0.01,7.528,0.128,2.9869,0.05,0.4769,0.0,84.3388,0.32,0
8216841,16.7609,0.01,4.888,0.075,2.5813,0.05,0.4461,0.0,-33.5762,0.34,0
8222576,17.0682,0.01,6.084,0.098,1.4243,0.03,0.9553,0.01,75.6779,8.62,0
8225949,17.0654,0.01,8.36,0.083,0.8077,0.02,0.4856,0.0,-6.048,0.43,0
8228662,18.2571,0.04,3.347,0.256,3.6547,0.32,0.8588,0.03,73.4274,7.18,0
8231473,17.2558,0.01,8.294,0.136,1.0686,0.02,0.5896,0.01,31.2884,0.83,0
8234983,17.9172,0.01,6.012,0.068,0.5561,0.02,0.3605,0.0,32.9534,0.42,0
8237250,17.7099,0.01,13.617,0.234,0.5868,0.02,0.257,0.0,77.1189,0.36,0
8238669,17.8472,0.03,4.424,0.196,2.5732,0.12,0.866,0.02,50.7372,5.1,0
8240700,17.2457,0.01,7.14,0.075,0.7334,0.02,0.5966,0.0,44.6353,0.69,0
8242262,16.9257,0.01,2.793,0.038,3.2691,0.1,0.5796,0.01,-60.1191,0.63,0
8244582,16.4706,0.02,8.425,0.407,5.7734,0.17,0.705,0.01,-44.7933,1.01,0
8253668,17.4379,0.02,8.366,0.204,1.408,0.04,0.6158,0.01,-8.7054,1.14,0
8255217,17.0732,0.02,4.469,0.151,4.3405,0.15,0.4671,0.01,-60.3625,0.55,0
8257781,17.5919,0.01,5.721,0.09,0.8674,0.02,0.7522,0.01,69.9637,1.69,0
8259239,17.1577,0.0,2.917,0.015,0.732,0.02,0.4506,0.0,-16.4035,0.31,0
8264929,18.0942,0.02,6.175,0.166,1.2118,0.04,0.4296,0.01,-81.4547,0.81,0
8266167,17.1133,0.03,5.905,0.467,6.9037,0.35,0.5991,0.01,-28.4683,1.09,0
8268441,18.3251,0.01,4.398,0.083,0.7615,0.04,0.547,0.01,-28.4931,1.12,0
8269571,17.8234,0.01,6.123,0.106,0.9704,0.03,0.4259,0.01,80.352,0.59,0
8271405,17.4334,0.02,4.02,0.106,2.5102,0.08,0.7936,0.01,77.2682,2.15,0
8274107,16.7567,0.01,4.261,0.106,3.7083,0.09,0.8165,0.01,-21.3676,1.64,0
8279116,17.9501,0.01,2.765,0.023,0.7821,0.03,0.4657,0.01,64.0672,0.6,0
8280928,18.5318,0.01,3.428,0.068,0.7961,0.04,0.6298,0.01,68.8312,1.66,0
8282541,17.5187,0.01,7.16,0.128,1.0223,0.03,0.6269,0.01,46.4935,1.08,0
8283638,17.9094,0.01,8.24,0.143,0.7044,0.03,0.373,0.0,39.3911,0.55,0
8288574,18.0351,0.01,8.266,0.158,0.7734,0.03,0.3055,0.0,21.3296,0.47,0
8290283,17.6713,0.01,8.316,0.181,1.0973,0.03,0.4385,0.01,14.0824,0.66,0
8292328,18.6399,0.02,3.795,0.121,1.1456,0.06,0.5349,0.01,-61.0265,1.52,0
8294142,18.3219,0.03,5.893,0.256,1.6101,0.09,0.5256,0.01,16.081,1.47,0
8295058,17.787,0.01,2.632,0.06,2.6099,0.13,0.5897,0.01,-5.5173,1.15,0
8297952,17.0688,0.03,10.758,0.422,2.3737,0.07,0.7974,0.01,4.4415,2.55,0
8299822,17.8162,0.01,1.902,0.03,1.7968,0.09,0.506,0.01,-68.1024,0.83,0
8302236,17.64,0.02,7.91,0.211,1.4893,0.05,0.4767,0.01,-16.824,0.78,0
