# Results of Galfit fitting to the mock r-band images of EAGLE galaxies at z=0.1
#
# COLUMN 1	[-]	Unique galaxy ID
# COLUMN 2	[mag]	best-fit integrated AB magnitude from Galfit
# COLUMN 3	[mag]	uncertainty on the best-fit integrated AB magnitude from Galfit
# COLUMN 4	[kpc]	best-fit semi-major axis from Galfit
# COLUMN 5	[kpc]	uncertainty on the best-fit semi-major axis from Galfit
# COLUMN 6	[-]	best-fit Sersic index from Galfit
# COLUMN 7	[-]	uncertainty on the best-fit Sersic index from Galfit
# COLUMN 8	[-]	best-fit axis ratio from Galfit
# COLUMN 9	[-]	uncertainty on the best-fit axis ratio from Galfit
# COLUMN 10	[deg]	best-fit position angle from Galfit 
# COLUMN 11	[deg]	uncertainty on the best-fit position angle from Galfit
# COLUMN 12	[-]	quality flag (see description in Section 3.2.3)
#
GalaxyID,galfit_mag,galfit_dmag,galfit_re,galfit_dre,galfit_n,galfit_dn,galfit_q,galfit_dq,galfit_PA,galfit_dPA,flag
10873832,18.0921,0.02,5.941,0.173,1.238,0.05,0.5437,0.01,-69.1117,1.21,0
10874731,18.6242,0.03,4.62,0.204,1.1787,0.07,0.9347,0.03,20.5857,17.84,0
10875681,18.8636,0.03,2.613,0.106,1.6411,0.16,0.7494,0.03,-39.4756,4.4,0
10878257,18.9156,0.03,2.785,0.106,1.5943,0.16,0.5078,0.02,8.6731,1.87,0
10878925,18.7322,0.02,2.474,0.083,1.627,0.14,0.7481,0.02,-79.0042,3.86,0
10880889,18.5794,0.02,2.995,0.098,1.2177,0.07,0.9458,0.02,88.8892,17.2,0
10882365,17.7061,0.02,7.159,0.204,1.396,0.04,0.7008,0.01,-68.3689,1.89,0
10883095,18.7076,0.02,3.185,0.083,0.8759,0.05,0.6567,0.02,-30.047,2.17,0
10888019,18.3718,0.04,6.681,0.384,1.7175,0.11,0.6465,0.02,-80.1538,2.67,0
10890785,18.1756,0.06,9.939,0.905,2.2771,0.17,0.7266,0.03,8.4025,4.33,0
10891574,18.7317,0.04,4.594,0.279,1.6754,0.13,0.7136,0.03,-66.8145,4.0,0
10896052,17.8901,0.06,13.779,1.372,2.7657,0.2,0.5401,0.02,-14.3005,1.93,0
10905233,18.3144,0.1,8.33,1.561,4.3093,0.51,0.9146,0.05,37.6756,18.53,0
10908162,17.873,0.02,5.555,0.128,0.9713,0.03,0.9523,0.01,10.7262,13.67,0
10913698,18.1548,0.02,5.692,0.204,1.4813,0.06,0.5913,0.01,43.5444,1.57,0
10916682,18.2173,0.03,7.697,0.369,1.6143,0.08,0.4858,0.01,40.7034,1.34,0
10924004,17.8435,0.03,5.688,0.309,2.6887,0.14,0.8121,0.02,-18.9622,3.87,0
10925515,18.7831,0.04,5.807,0.332,1.5501,0.12,0.3851,0.02,5.4294,1.31,0
10931857,18.4707,0.03,9.194,0.452,1.179,0.07,0.4036,0.01,81.2741,1.26,0
10934378,18.4466,0.03,11.665,0.55,1.0551,0.06,0.2888,0.01,12.0134,0.86,0
10939324,18.822,0.02,3.932,0.136,1.0677,0.07,0.5214,0.02,-9.2086,1.68,0
10942166,18.1998,0.01,4.165,0.075,0.817,0.03,0.6653,0.01,-62.3956,1.58,0
10951931,18.1955,0.02,7.506,0.249,1.1346,0.05,0.4568,0.01,5.5804,1.06,0
10953355,18.3823,0.03,6.294,0.249,1.2733,0.06,0.5378,0.01,53.6,1.58,0
10957551,18.9179,0.04,3.04,0.158,1.4973,0.13,0.933,0.03,-46.706,19.86,0
10961478,18.2129,0.06,8.755,0.814,2.3374,0.18,0.8625,0.04,13.7827,9.5,0
10963567,17.9023,0.02,2.658,0.06,2.4323,0.13,0.5973,0.01,79.411,1.26,0
10965881,18.5739,0.04,5.877,0.384,1.7823,0.13,0.6397,0.02,79.8655,2.93,0
10980139,18.2271,0.05,7.877,0.52,1.7654,0.11,0.8551,0.03,86.7156,8.09,0
10983249,18.5877,0.03,4.234,0.196,1.5752,0.1,0.6371,0.02,-32.8244,2.43,0
10985642,18.7563,0.04,7.614,0.407,1.2206,0.08,0.3466,0.01,-30.4323,1.17,0
10986412,18.5592,0.06,6.563,0.588,2.1702,0.19,0.738,0.03,30.1808,4.96,0
10987643,18.1558,0.03,5.966,0.219,1.2182,0.05,0.8924,0.02,-50.1177,8.29,0
10989284,18.4098,0.04,5.933,0.377,1.8557,0.12,0.7757,0.03,-39.0156,4.83,0
10996248,18.6494,0.03,4.418,0.166,1.1294,0.06,0.649,0.02,-43.6603,2.47,0
11004849,18.6168,0.03,5.519,0.204,1.0258,0.06,0.5301,0.01,-67.0927,1.66,0
11009045,18.091,0.02,5.938,0.158,1.0116,0.04,0.6817,0.01,-0.0201,1.99,0
11013275,18.6374,0.02,4.331,0.143,0.9601,0.06,0.688,0.02,-24.7879,2.72,0
11013973,18.5872,0.03,6.028,0.286,1.3187,0.08,0.5212,0.02,-14.6165,1.75,0
11022477,18.7583,0.02,2.744,0.09,1.3539,0.1,0.7096,0.02,8.9394,3.16,0
11025589,18.4911,0.05,9.081,0.596,1.5804,0.11,0.4316,0.02,-17.685,1.53,0
11041879,18.6525,0.01,2.919,0.06,0.726,0.05,0.7878,0.02,-29.84,3.46,0
11048307,18.6127,0.04,5.439,0.279,1.4452,0.09,0.6181,0.02,4.255,2.51,0
11062354,18.4108,0.02,4.764,0.113,0.7799,0.04,0.7159,0.01,47.9883,2.46,0
11070576,18.173,0.04,7.733,0.422,1.6149,0.09,0.7557,0.02,23.8287,4.0,0
11072600,18.1989,0.02,5.554,0.173,1.169,0.05,0.7441,0.02,-80.1455,2.89,0
11079170,18.4181,0.02,7.237,0.188,0.8317,0.05,0.3086,0.01,-2.4609,0.65,0
11082763,17.9739,0.03,8.145,0.437,2.0838,0.11,0.5247,0.01,-13.9889,1.38,0
11094962,18.5336,0.05,8.226,0.573,1.5712,0.11,0.5634,0.02,-87.0103,2.46,0
11104655,18.2988,0.02,5.022,0.166,1.1987,0.05,0.7725,0.02,22.6362,3.49,0
11106875,18.6131,0.03,3.367,0.143,1.6427,0.11,0.7038,0.02,-64.0882,3.07,0
11118588,18.617,0.02,4.405,0.128,0.8449,0.05,0.6943,0.02,84.923,2.65,0
11140837,18.4873,0.01,5.423,0.121,0.7026,0.04,0.4029,0.01,71.9204,0.81,0
11149102,18.9322,0.04,5.721,0.302,1.1205,0.08,0.4987,0.02,64.8865,2.03,0
11151016,18.7006,0.03,3.263,0.166,1.8577,0.15,0.7548,0.03,-61.1932,4.33,0
11155490,18.2788,0.03,5.329,0.204,1.3065,0.06,0.8329,0.02,-62.1134,5.22,0
11162918,17.9069,0.05,9.371,0.822,2.9179,0.19,0.7283,0.02,-4.7751,3.44,0
11164926,18.5228,0.03,2.751,0.106,2.0017,0.16,0.7636,0.02,-77.2702,3.82,0
11176936,18.5258,0.04,7.085,0.415,1.5376,0.1,0.535,0.02,29.2422,2.0,0
11184250,18.2848,0.02,5.614,0.143,0.9007,0.04,0.578,0.01,84.309,1.44,0
11204619,18.0664,0.02,7.9,0.264,1.1421,0.05,0.5756,0.01,-33.0275,1.55,0
11213282,18.6689,0.06,7.288,0.694,2.2651,0.21,0.4735,0.02,72.9909,2.02,0
11223366,18.6545,0.02,6.104,0.196,0.877,0.06,0.4004,0.01,76.3218,1.06,0
11227563,18.5425,0.1,8.448,1.485,3.4048,0.42,0.83,0.05,-27.6581,10.27,0
11247395,17.9044,0.06,13.848,1.199,1.8225,0.12,0.9412,0.04,33.8409,25.49,0
11248899,18.9508,0.03,3.671,0.158,1.184,0.09,0.6264,0.02,-83.2793,2.77,0
11269144,18.7753,0.02,7.908,0.234,0.5882,0.05,0.2794,0.01,68.9262,0.73,0
11273278,17.9864,0.03,10.683,0.452,1.4519,0.07,0.4005,0.01,73.9576,0.94,0
11275505,18.3518,0.02,4.75,0.113,0.8047,0.04,0.77,0.01,36.7681,3.1,0
11276283,18.7257,0.02,4.934,0.121,0.6394,0.05,0.4417,0.01,44.4875,1.08,0
11287893,18.4518,0.03,7.602,0.302,1.0995,0.06,0.415,0.01,44.3385,1.13,0
11295928,18.6113,0.02,6.327,0.226,0.9696,0.06,0.4079,0.01,17.1494,1.11,0
11318263,18.3366,0.02,6.808,0.241,0.9521,0.05,0.6879,0.02,-64.1204,2.74,0
11339148,18.8148,0.05,8.247,0.573,1.348,0.11,0.4061,0.02,-52.8513,1.67,0
11361114,18.6114,0.05,6.043,0.422,1.9124,0.15,0.5611,0.02,86.1555,2.29,0
11419698,17.7085,0.01,0.726,0.023,5.8387,0.5,0.7146,0.02,-89.525,2.8,0
11434162,17.6059,0.01,3.105,0.03,1.4966,0.05,0.3675,0.01,58.6662,0.41,0
11436475,16.7129,0.01,4.608,0.09,2.9566,0.06,0.8024,0.01,73.2572,1.39,0
11440965,17.1854,0.01,6.257,0.098,1.7715,0.04,0.3716,0.0,63.7413,0.34,0
11444551,17.9288,0.01,6.141,0.083,0.7354,0.03,0.3279,0.0,-38.9293,0.41,0
11445936,17.2768,0.01,4.026,0.083,2.5403,0.08,0.5086,0.01,43.1354,0.6,0
11448053,17.4644,0.02,5.183,0.211,2.9791,0.12,0.7901,0.01,-27.9608,2.47,0
11450390,17.9619,0.03,4.797,0.204,2.4987,0.13,0.5238,0.01,50.0576,1.14,0
11452247,17.3223,0.01,4.841,0.098,1.7624,0.04,0.7846,0.01,46.1307,1.78,0
11453998,18.1288,0.02,6.512,0.188,1.201,0.05,0.4304,0.01,40.6745,0.86,0
11455096,18.5329,0.03,4.729,0.219,1.4604,0.08,0.7617,0.02,-59.4994,4.12,0
11456125,18.1882,0.01,3.097,0.045,1.0977,0.05,0.38,0.01,-75.0597,0.62,0
11457293,18.5148,0.03,5.834,0.271,1.5187,0.09,0.4401,0.01,72.2914,1.27,0
11458157,18.2922,0.02,3.158,0.121,2.1871,0.14,0.6965,0.02,36.5086,2.44,0
11459779,18.3045,0.02,4.024,0.121,1.3474,0.06,0.6264,0.01,-22.3317,1.7,0
11461707,18.7278,0.03,3.485,0.143,1.3643,0.09,0.8078,0.03,-3.3623,5.39,0
11464248,17.4177,0.01,6.484,0.151,1.8345,0.05,0.4553,0.01,69.6757,0.58,0
11469326,16.636,0.01,8.718,0.098,1.0934,0.02,0.83,0.01,-6.6165,1.7,0
11472444,18.3561,0.01,2.218,0.038,1.2339,0.08,0.697,0.02,-66.1833,2.05,0
11474475,18.4853,0.02,5.229,0.136,0.9138,0.05,0.4497,0.01,30.954,1.02,0
11475306,18.1981,0.01,1.823,0.045,2.3811,0.18,0.6148,0.02,-48.1282,1.73,0
11476544,17.6172,0.02,7.59,0.249,1.6641,0.05,0.7276,0.01,9.2077,2.11,0
11478406,17.9752,0.02,4.783,0.113,1.1726,0.04,0.8255,0.01,82.7011,3.48,0
11479568,17.6424,0.01,7.963,0.173,1.181,0.03,0.432,0.01,-68.5921,0.62,0
11481251,18.486,0.02,2.154,0.045,1.6092,0.12,0.7699,0.02,-68.1127,3.47,0
11482234,18.1554,0.05,6.498,0.49,2.5777,0.17,0.8226,0.03,-5.4105,5.72,0
11483080,17.8528,0.03,6.011,0.264,2.1546,0.1,0.7313,0.02,14.5578,2.46,0
11484460,18.5845,0.02,4.11,0.143,1.0746,0.06,0.8594,0.02,79.0927,6.83,0
11485594,18.8831,0.04,1.688,0.113,3.812,0.63,0.7058,0.04,84.5921,5.1,0
11486871,19.0153,0.02,1.999,0.068,1.479,0.18,0.7313,0.03,42.6605,4.37,0
11490586,17.5164,0.01,6.925,0.128,1.4631,0.04,0.3064,0.0,14.4722,0.35,0
11492328,17.8696,0.03,6.32,0.249,1.8348,0.08,0.7644,0.02,-85.6162,2.91,0
11493483,18.2037,0.02,2.243,0.068,2.647,0.19,0.7123,0.02,-3.7138,2.5,0
11494448,18.6284,0.04,6.704,0.437,1.7333,0.13,0.4539,0.02,19.7261,1.61,0
11495444,18.0022,0.02,2.277,0.06,2.8143,0.18,0.6219,0.02,43.7463,1.55,0
11496983,18.114,0.02,3.7,0.083,1.4576,0.06,0.5324,0.01,-73.287,1.03,0
11498257,18.3646,0.03,4.785,0.196,1.4844,0.08,0.7435,0.02,36.4708,3.29,0
11500510,17.0581,0.02,10.587,0.256,1.4229,0.03,0.8218,0.01,81.8835,2.73,0
11501686,17.5814,0.03,10.829,0.437,1.5884,0.06,0.7194,0.02,-32.7066,2.5,0
11502826,17.933,0.03,7.519,0.347,1.8569,0.08,0.6321,0.02,-73.3309,1.87,0
11503869,18.3601,0.02,7.812,0.226,0.8902,0.05,0.3262,0.01,29.2341,0.7,0
11504643,18.6046,0.02,5.075,0.121,0.6484,0.04,0.4998,0.01,-51.0162,1.21,0
11506546,17.2253,0.01,8.399,0.09,0.7872,0.02,0.3676,0.0,49.7078,0.31,0
11509763,18.6196,0.02,2.743,0.09,1.3324,0.08,0.8958,0.02,86.5363,9.0,0
11510905,18.1351,0.01,4.264,0.075,1.0138,0.04,0.3877,0.01,62.7178,0.6,0
11513068,18.8816,0.02,2.933,0.075,0.8684,0.06,0.5118,0.02,22.7693,1.51,0
11515979,16.2014,0.0,6.872,0.045,1.0531,0.01,0.5544,0.0,44.8102,0.3,0
11525816,16.8692,0.01,5.359,0.075,1.6541,0.03,0.9302,0.01,74.7654,4.48,0
11529079,17.4751,0.03,15.842,0.58,1.4472,0.05,0.3743,0.01,33.9469,0.7,0
11530331,17.6924,0.01,3.698,0.068,1.3663,0.04,0.8832,0.01,26.1499,4.04,0
11531795,16.6032,0.01,11.734,0.234,1.6953,0.03,0.7526,0.01,-30.3847,1.38,0
11533908,18.2735,0.03,3.703,0.158,1.9862,0.11,0.8214,0.02,62.7629,4.59,0
11536259,17.8585,0.02,7.603,0.173,0.996,0.03,0.4768,0.01,56.147,0.84,0
11537569,17.5816,0.01,8.414,0.136,0.8134,0.02,0.4438,0.0,49.9774,0.59,0
11539242,18.0553,0.03,9.301,0.339,1.0706,0.05,0.5892,0.01,43.1413,1.82,0
11540308,17.2276,0.01,4.664,0.083,1.8903,0.04,0.7091,0.01,7.9339,1.13,0
11543802,17.8036,0.01,4.429,0.09,1.24,0.04,0.8421,0.01,-13.6599,3.3,0
11546706,18.1456,0.03,6.533,0.324,1.6387,0.08,0.8679,0.02,6.6292,7.29,0
11548125,17.5162,0.02,4.901,0.113,1.6457,0.04,0.9421,0.01,54.5077,8.82,0
11551110,16.9021,0.01,5.553,0.121,2.4699,0.05,0.8881,0.01,73.6411,3.08,0
11556600,17.6016,0.02,10.696,0.302,1.4535,0.05,0.3173,0.0,37.5388,0.48,0
11557929,18.3683,0.01,3.342,0.068,1.0675,0.05,0.5361,0.01,23.2345,1.15,0
11559220,17.767,0.01,5.262,0.09,1.2734,0.04,0.3422,0.0,26.8619,0.43,0
11561159,17.3046,0.02,4.382,0.113,2.4427,0.07,0.8672,0.01,9.0291,3.22,0
11564243,17.8339,0.03,6.987,0.324,1.9431,0.09,0.8888,0.02,-89.8737,7.23,0
11565288,17.6404,0.02,6.322,0.211,1.9579,0.07,0.6469,0.01,-67.636,1.44,0
11566731,18.5853,0.03,3.456,0.128,1.4897,0.09,0.7058,0.02,-18.9077,2.92,0
11568392,17.3252,0.01,6.583,0.106,1.1285,0.02,0.6668,0.01,-15.0534,1.05,0
11570540,17.4227,0.03,8.443,0.384,2.7555,0.11,0.559,0.01,-26.7943,1.06,0
11573410,17.9354,0.02,4.477,0.113,1.4955,0.05,0.6746,0.01,-21.5749,1.61,0
11576383,18.7522,0.02,4.956,0.136,0.7282,0.05,0.4423,0.01,42.6525,1.16,0
11591454,19.0614,0.03,2.696,0.113,1.4245,0.15,0.651,0.03,18.9624,3.31,0
11618336,18.4093,0.03,2.691,0.166,3.4647,0.34,0.6642,0.03,-80.6712,2.76,0
11631623,18.116,0.01,3.644,0.068,0.8895,0.03,0.9669,0.01,44.8155,18.8,0
11658789,18.6959,0.03,6.607,0.271,0.9269,0.06,0.5082,0.01,84.5071,1.75,0
11801846,19.191,0.03,2.812,0.128,1.2064,0.12,0.7269,0.03,7.6374,4.81,0
11803312,18.2313,0.04,8.068,0.52,1.9102,0.12,0.623,0.02,-9.2783,2.46,0
11893576,18.7986,0.03,5.586,0.226,0.9489,0.07,0.4984,0.01,40.7072,1.7,0
11907564,18.7794,0.04,6.222,0.339,1.3911,0.1,0.3951,0.01,-66.6777,1.36,0
11946355,18.6546,0.02,3.751,0.09,0.7527,0.05,0.6105,0.01,-85.6233,1.75,0
11984725,18.3416,0.03,3.971,0.219,2.54,0.18,0.6041,0.02,9.5464,2.0,0
12002344,18.8819,0.03,3.355,0.166,1.3636,0.1,0.9435,0.03,77.7129,23.28,0
12008778,18.4619,0.03,5.501,0.241,1.3989,0.08,0.6228,0.02,4.1737,2.24,0
12067213,18.6559,0.03,5.857,0.256,1.1211,0.07,0.5771,0.02,-70.3618,2.15,0
12070068,18.5895,0.02,3.11,0.09,1.0469,0.06,0.8885,0.02,-13.3583,7.78,0
12089856,17.7907,0.01,5.041,0.06,0.7203,0.02,0.4668,0.0,71.8111,0.56,0
12093501,17.2829,0.03,6.789,0.294,3.0525,0.11,0.8596,0.01,79.1354,3.73,0
12096259,17.625,0.01,3.102,0.053,2.1909,0.08,0.496,0.01,88.7778,0.7,0
12099013,19.1057,0.05,4.004,0.279,1.4465,0.14,0.7897,0.04,-69.2095,7.39,0
12100015,18.3955,0.03,3.091,0.166,2.7824,0.23,0.6617,0.02,88.9633,2.54,0
12103691,17.4222,0.01,4.165,0.053,1.3767,0.03,0.51,0.01,9.642,0.55,0
12105972,17.5963,0.02,6.237,0.211,2.0314,0.07,0.7671,0.01,-75.3583,2.37,0
12107971,17.9535,0.02,5.195,0.113,0.9383,0.03,0.9134,0.01,-73.674,7.39,0
12109008,18.0567,0.03,6.506,0.279,1.7181,0.08,0.6393,0.02,49.343,1.93,0
12110269,17.7698,0.01,2.657,0.045,2.4227,0.12,0.449,0.01,-13.126,0.71,0
12112536,18.0675,0.01,3.07,0.053,1.3415,0.05,0.6024,0.01,-24.1643,1.19,0
12113388,18.0048,0.02,6.083,0.219,1.6644,0.07,0.5761,0.01,12.8398,1.39,0
12114174,18.5419,0.05,3.704,0.302,2.8969,0.27,0.8656,0.03,2.1284,9.04,0
12115375,18.3885,0.02,2.655,0.075,2.3643,0.19,0.4382,0.02,-28.7346,1.13,0
12116602,18.451,0.02,5.231,0.143,0.9544,0.05,0.4533,0.01,55.5837,1.03,0
12118036,18.5737,0.02,5.246,0.188,1.1532,0.06,0.4776,0.01,7.564,1.32,0
12118868,18.7496,0.03,2.445,0.09,1.5765,0.13,0.9406,0.03,-75.7259,18.77,0
12119976,17.8655,0.01,2.843,0.03,1.1323,0.04,0.501,0.01,-67.6075,0.69,0
12122358,17.2651,0.01,4.452,0.06,1.6553,0.04,0.4433,0.0,-29.034,0.42,0
12125394,18.3696,0.02,2.439,0.053,1.9185,0.14,0.4697,0.02,33.8725,1.15,0
12127248,17.3456,0.02,5.516,0.128,1.7103,0.04,0.9543,0.01,60.4457,10.5,0
12129529,17.7269,0.01,3.964,0.06,1.3068,0.04,0.4715,0.01,15.7131,0.61,0
12131216,18.7516,0.03,3.122,0.121,1.305,0.09,0.8382,0.03,-14.3571,6.4,0
12131891,18.4657,0.02,6.744,0.234,0.806,0.05,0.7031,0.02,63.1535,3.13,0
12134466,18.27,0.02,6.534,0.226,1.1043,0.05,0.6283,0.01,-59.2537,2.02,0
12135390,17.3632,0.01,3.682,0.053,1.6102,0.04,0.7653,0.01,50.6919,1.47,0
12138520,18.6745,0.02,4.849,0.128,0.6621,0.04,0.5736,0.01,-84.6673,1.67,0
12140984,18.6226,0.04,3.898,0.271,2.3732,0.21,0.7245,0.03,-82.6786,4.01,0
12142620,18.0728,0.02,4.79,0.136,1.3287,0.05,0.6914,0.01,56.1325,1.95,0
12143703,17.7396,0.01,11.549,0.234,0.9025,0.03,0.2343,0.0,89.8624,0.33,0
12145072,18.4375,0.03,2.702,0.128,2.7583,0.24,0.6377,0.02,-87.6898,2.35,0
12147393,17.6668,0.02,9.762,0.279,1.2009,0.04,0.567,0.01,-3.8227,1.24,0
12149159,18.8086,0.02,2.317,0.053,1.2663,0.11,0.7378,0.02,-86.5392,3.57,0
12150243,16.6719,0.03,18.383,0.935,3.0649,0.1,0.6592,0.01,-11.8356,1.3,0
12152678,18.0159,0.03,7.233,0.347,2.1297,0.11,0.4386,0.01,-85.0846,0.99,0
12153709,18.5378,0.02,4.084,0.098,0.8128,0.04,0.6474,0.01,-31.8592,1.92,0
12154475,17.6976,0.02,8.248,0.226,1.4002,0.04,0.4491,0.01,5.3193,0.74,0
12156652,18.1767,0.01,4.173,0.09,0.9138,0.04,0.8927,0.01,-39.1811,6.17,0
12157781,18.0929,0.02,7.109,0.226,1.1864,0.05,0.5279,0.01,-0.5371,1.25,0
12159163,16.9677,0.02,7.382,0.226,2.9619,0.08,0.6078,0.01,-35.0368,0.83,0
12164584,18.0411,0.02,3.975,0.143,2.1976,0.11,0.5982,0.01,7.3193,1.44,0
12165827,17.2723,0.05,14.726,1.048,2.811,0.13,0.8033,0.02,-44.059,3.9,0
12167142,18.715,0.02,4.426,0.143,0.897,0.06,0.6115,0.02,14.1297,2.08,0
12167959,16.8615,0.01,9.107,0.121,1.1349,0.02,0.6206,0.01,-84.2173,0.73,0
12172318,17.4184,0.01,5.2,0.045,0.6358,0.02,0.5771,0.0,-70.1651,0.6,0
12174565,17.4211,0.01,13.836,0.181,0.5322,0.02,0.2834,0.0,-41.9885,0.31,0
12176836,17.7155,0.02,5.114,0.113,1.4624,0.04,0.656,0.01,26.9182,1.31,0
12178298,17.8659,0.01,5.81,0.09,0.7025,0.02,0.5745,0.01,-72.2388,0.93,0
12180229,18.2798,0.03,7.959,0.302,1.2528,0.06,0.3735,0.01,81.1705,0.88,0
12181022,18.1343,0.03,6.539,0.241,1.5016,0.07,0.4944,0.01,75.2792,1.17,0
12182127,18.5416,0.01,2.98,0.06,0.7011,0.04,0.8265,0.02,-1.2259,3.99,0
12183210,17.1787,0.02,11.166,0.324,1.6089,0.04,0.7083,0.01,64.0147,1.72,0
12184457,18.8311,0.12,4.753,1.282,5.6269,1.09,0.7906,0.06,-40.3033,9.54,0
12186189,17.7939,0.01,5.358,0.068,0.6789,0.02,0.5364,0.01,-49.1808,0.72,0
12187582,17.0631,0.01,6.247,0.075,1.1948,0.02,0.595,0.0,-78.547,0.63,0
12190346,16.5099,0.02,13.483,0.475,3.1432,0.08,0.6694,0.01,-70.3486,0.98,0
12192715,17.7855,0.02,2.765,0.121,3.7979,0.23,0.8113,0.02,-19.2983,3.42,0
12197270,18.8626,0.04,4.797,0.256,1.4959,0.12,0.4443,0.02,-11.4294,1.6,0
12198852,17.9692,0.01,1.332,0.023,1.7712,0.13,0.5044,0.01,-62.1897,1.05,0
12200590,18.1597,0.02,5.614,0.136,0.9408,0.04,0.5865,0.01,42.1603,1.35,0
12201835,18.5121,0.02,4.111,0.113,0.9733,0.05,0.6253,0.01,-64.5368,1.83,0
12202542,17.6446,0.02,1.361,0.098,8.0,0.65,0.6901,0.02,-64.88,2.36,1
12204542,18.8623,0.02,3.175,0.075,0.7121,0.06,0.6242,0.02,-21.6326,2.04,0
12206164,17.1657,0.01,5.756,0.09,1.7473,0.04,0.3824,0.0,-76.5908,0.34,0
12211754,17.23,0.01,8.684,0.181,1.2336,0.03,0.7606,0.01,22.2151,1.87,0
12485051,18.5443,0.04,4.961,0.279,1.6408,0.11,0.8317,0.03,48.2586,6.65,0
12557262,18.6061,0.04,5.181,0.317,1.8117,0.13,0.6323,0.02,43.1436,2.74,0
12562416,18.8069,0.05,4.144,0.294,1.8221,0.16,0.9204,0.04,72.0474,18.21,0
12575320,18.5009,0.09,4.511,0.859,5.4929,0.79,0.8079,0.04,8.1889,7.78,0
12638129,17.341,0.01,8.185,0.121,0.9149,0.02,0.5054,0.0,-72.2492,0.61,0
12639794,17.2998,0.01,6.158,0.113,1.2773,0.03,0.926,0.01,-57.2473,6.09,0
12641632,18.4413,0.02,2.711,0.06,1.2339,0.07,0.6718,0.02,62.2676,2.0,0
12642750,18.3854,0.01,3.854,0.075,0.7917,0.04,0.6621,0.01,3.8981,1.74,0
12644185,18.3792,0.04,5.72,0.339,1.745,0.11,0.9109,0.03,31.5387,12.96,0
12645532,18.5151,0.03,4.184,0.188,1.5277,0.09,0.8597,0.03,77.1987,7.16,0
12646401,18.2802,0.04,5.755,0.384,2.3721,0.16,0.6719,0.02,-11.8741,2.75,0
12648880,15.8547,0.03,22.658,1.44,6.096,0.17,0.8661,0.01,19.0303,2.34,0
12654694,17.972,0.01,3.978,0.06,0.777,0.03,0.8703,0.01,65.8374,3.95,0
12656054,18.587,0.02,1.792,0.053,1.7253,0.16,0.8255,0.02,37.9537,5.27,0
12657292,18.1958,0.04,8.559,0.445,1.6214,0.09,0.4972,0.01,6.4815,1.45,0
12657995,18.2589,0.02,6.53,0.196,1.039,0.05,0.4998,0.01,5.0624,1.19,0
12659357,17.783,0.01,7.319,0.136,0.9621,0.03,0.3891,0.0,48.3657,0.54,0
12661293,18.1732,0.04,4.416,0.294,3.013,0.21,0.758,0.02,32.6591,3.58,0
12663357,17.1006,0.0,6.071,0.023,0.3576,0.01,0.3214,0.0,-60.4164,0.17,0
12669729,18.8466,0.05,4.267,0.317,1.8483,0.17,0.8329,0.04,56.0221,8.49,0
12673208,17.3484,0.01,4.848,0.06,1.2756,0.03,0.4869,0.0,58.2428,0.49,0
12676908,16.6438,0.01,6.112,0.09,2.2525,0.04,0.5266,0.0,-53.3673,0.41,0
12681787,18.4485,0.03,7.664,0.309,1.165,0.06,0.3842,0.01,-1.7079,1.02,0
12683166,16.8388,0.01,9.072,0.136,1.6192,0.03,0.3989,0.0,-85.0049,0.33,0
12687612,18.4373,0.08,6.289,0.927,3.9475,0.44,0.783,0.04,77.0663,6.26,0
12690764,16.8991,0.02,4.649,0.121,3.2274,0.08,0.9475,0.01,23.69,7.0,0
12699140,16.7427,0.01,18.199,0.354,1.3299,0.03,0.3084,0.0,8.9834,0.31,0
12701693,17.3169,0.01,3.212,0.075,3.2171,0.12,0.5862,0.01,67.4988,0.85,0
12704761,18.7116,0.03,6.415,0.256,1.0049,0.06,0.3953,0.01,-44.0536,1.18,0
12706837,18.4778,0.03,6.497,0.309,1.2697,0.07,0.6704,0.02,47.8965,2.95,0
12707838,17.9764,0.02,7.666,0.196,1.055,0.04,0.4702,0.01,-16.7132,0.91,0
12709174,17.4725,0.0,2.269,0.023,1.2922,0.04,0.5623,0.01,-50.2768,0.65,0
12711010,18.1628,0.02,8.139,0.181,0.733,0.03,0.3773,0.01,61.8382,0.7,0
12712402,18.3867,0.02,2.161,0.06,2.3533,0.19,0.769,0.02,18.8659,3.63,0
12713421,18.1285,0.01,3.051,0.06,1.9115,0.11,0.3363,0.01,26.5774,0.63,0
12715080,17.8919,0.01,4.942,0.098,1.3614,0.04,0.4047,0.01,-28.9146,0.6,0
12716701,17.8653,0.01,3.705,0.075,1.4413,0.05,0.6658,0.01,18.6626,1.36,0
12718162,17.9387,0.02,4.976,0.181,1.8027,0.07,0.8721,0.02,-59.7586,5.6,0
12720101,17.0206,0.01,2.73,0.023,1.9354,0.04,0.792,0.01,23.5646,1.3,0
12724544,16.9744,0.01,10.832,0.151,1.0574,0.02,0.4641,0.0,23.209,0.48,0
12726282,18.1868,0.01,3.657,0.06,0.8541,0.04,0.633,0.01,-19.3325,1.32,0
12728081,17.8902,0.03,10.046,0.498,2.0799,0.1,0.3391,0.01,52.3242,0.71,0
12729821,17.0906,0.02,10.663,0.317,1.661,0.04,0.8874,0.01,39.8109,4.92,0
12731699,18.1089,0.01,1.495,0.03,1.7738,0.13,0.533,0.01,-63.2232,1.21,0
