# Results of Galfit fitting to the stellar mass projections of EAGLE galaxies at z=0.1
#
# COLUMN 1	[-]	Unique galaxy ID
# COLUMN 2	[-]	best-fit integrated stellar mass log(Mstar/Msun) from Galfit 
# COLUMN 3	[-]	uncertainty on the best-fit integrated stellar mass log(Mstar/Msun) from Galfit
# COLUMN 4	[kpc]	best-fit semi-major axis from Galfit 
# COLUMN 5	[kpc]	uncertainty on the best-fit semi-major axis from Galfit 
# COLUMN 6	[-]	best-fit Sersic index from Galfit
# COLUMN 7	[-]	uncertainty on the best-fit Sersic index from Galfit
# COLUMN 8	[-]	best-fit axis ratio from Galfit
# COLUMN 9	[-]	uncertainty on the best-fit axis ratio from Galfit
# COLUMN 10	[deg]	best-fit position angle from Galfit 
# COLUMN 11	[deg]	uncertainty on the best-fit position angle from Galfit
# COLUMN 12	[-]	quality flag (see description in Section 3.2.3)
#
GalaxyID,galfit_lmstar,galfit_dlmstar,galfit_re,galfit_dre,galfit_n,galfit_dn,galfit_q,galfit_dq,galfit_PA,galfit_dPA,flag
16090542,10.758,0.004,5.223,0.045,1.2423,0.02,0.337,0.0,-4.844400000000007,0.22,0
16094955,10.803,0.004,4.857,0.09,2.9319,0.07,0.4234,0.0,18.056700000000006,0.37,0
16100140,10.896,0.004,5.66,0.098,2.6192,0.05,0.5913,0.01,-30.869799999999998,0.54,0
16106438,10.593,0.012,6.927,0.302,2.8166,0.11,0.7708,0.01,-12.040300000000002,2.34,0
16110818,10.623,0.004,4.273,0.053,1.3087,0.03,0.5364,0.01,10.4585,0.55,0
16116800,10.677,0.004,5.902,0.106,1.7416,0.04,0.5835,0.01,-22.414199999999994,0.72,0
16120200,10.617,0.008,4.218,0.113,2.8898,0.1,0.5432,0.01,-53.078599999999994,0.75,0
16123379,10.752,0.004,3.191,0.045,3.3991,0.1,0.3499,0.0,54.3316,0.33,0
16126634,10.751,0.0,4.605,0.03,1.0291,0.02,0.281,0.0,48.0494,0.18,0
16130871,10.719,0.004,5.126,0.128,2.6441,0.07,0.7192,0.01,24.795,1.21,0
16135805,10.916,0.004,7.852,0.143,2.5906,0.05,0.4505,0.0,72.0184,0.34,0
16140911,10.865,0.004,6.945,0.128,2.1807,0.04,0.7018,0.01,75.9898,0.9,0
16146147,10.772,0.004,4.249,0.053,1.6453,0.03,0.9106,0.01,-37.0599,3.29,0
16150066,10.744,0.008,3.916,0.143,4.9671,0.19,0.5765,0.01,87.9953,0.79,0
16157604,10.86,0.004,9.318,0.188,2.089,0.04,0.4996,0.0,-72.7805,0.48,0
16161069,10.469,0.004,1.954,0.023,1.5387,0.07,0.6383,0.01,48.966,1.08,0
16161680,10.719,0.004,3.951,0.053,1.682,0.03,0.6908,0.01,31.4555,0.89,0
16164661,10.481,0.004,2.938,0.045,1.4236,0.04,0.8306,0.01,-53.74770000000001,2.55,0
16166272,10.075,0.008,2.457,0.068,1.2002,0.08,0.8631,0.02,84.4659,6.73,0
16167926,10.152,0.008,3.96,0.098,0.9927,0.05,0.5289,0.01,71.4221,1.29,0
16169303,10.598,0.008,5.444,0.196,2.7145,0.1,0.8153,0.01,52.0082,2.69,0
16173790,10.547,0.004,2.954,0.03,0.8122,0.02,0.8567,0.01,-9.693399999999997,2.23,0
16176357,10.468,0.008,4.94,0.166,2.2488,0.09,0.6776,0.01,-23.033999999999992,1.6,0
16179868,10.961,0.004,8.457,0.158,2.3808,0.04,0.7217,0.01,-69.9753,0.91,0
16185809,10.144,0.004,1.727,0.038,1.1308,0.11,0.5203,0.02,-32.86109999999999,1.38,0
16190253,10.263,0.012,2.855,0.143,2.9266,0.22,0.827,0.02,19.4538,5.01,0
16191775,10.491,0.004,5.222,0.113,1.5721,0.05,0.5367,0.01,-2.22320000000002,0.82,0
16193648,10.394,0.008,6.159,0.226,2.227,0.1,0.332,0.01,-37.959900000000005,0.59,0
16195198,10.419,0.008,4.226,0.143,2.5816,0.12,0.4361,0.01,3.6851000000000056,0.77,0
16199414,10.621,0.008,4.813,0.121,2.0716,0.06,0.9141,0.01,-59.1352,5.3,0
16204628,10.805,0.008,2.744,0.106,6.5119,0.26,0.7279,0.01,89.5974,1.35,0
16210121,10.889,0.004,7.035,0.166,2.9609,0.06,0.7115,0.01,-28.28479999999999,0.98,0
16214875,10.912,0.004,4.771,0.068,2.4881,0.04,0.7598,0.01,-80.7078,0.98,0
16221452,10.908,0.004,4.934,0.053,1.865,0.03,0.6874,0.0,64.1426,0.65,0
16227462,10.721,0.004,6.202,0.09,1.2215,0.02,0.8497,0.01,-11.764900000000011,2.31,0
16229686,10.512,0.004,3.864,0.06,1.4262,0.04,0.6142,0.01,52.2035,0.92,0
16231498,10.426,0.0,1.635,0.023,1.0907,0.06,0.5625,0.01,54.3659,0.91,0
16233064,10.704,0.004,4.436,0.075,1.9285,0.04,0.719,0.01,-14.482699999999994,1.09,0
16237006,10.26,0.012,4.367,0.181,1.8742,0.1,0.6465,0.02,-61.900000000000006,2.01,0
16238798,10.882,0.004,5.362,0.053,1.4762,0.02,0.5749,0.0,-33.34100000000001,0.43,0
16244165,10.392,0.004,5.266,0.09,1.111,0.04,0.367,0.01,-39.602900000000005,0.5,0
16246725,10.561,0.008,6.72,0.241,2.3877,0.08,0.6046,0.01,-9.602100000000007,1.15,0
16249623,10.631,0.004,4.507,0.075,1.5607,0.03,0.8416,0.01,52.8005,2.39,0
16253922,10.676,0.008,6.195,0.234,3.1813,0.11,0.7359,0.01,20.993300000000005,1.63,0
16257031,10.819,0.008,4.187,0.166,6.0538,0.22,0.4057,0.01,73.6558,0.44,0
16262528,10.734,0.004,4.403,0.113,2.9465,0.08,0.8696,0.01,-34.536699999999996,2.85,0
16268672,10.725,0.008,4.048,0.151,4.6518,0.18,0.5547,0.01,-53.09440000000001,0.75,0
16272995,10.672,0.008,6.055,0.188,3.392,0.11,0.309,0.0,69.9349,0.35,0
16275866,10.895,0.004,5.021,0.053,2.0347,0.03,0.4349,0.0,-81.581,0.28,0
16281215,10.859,0.004,2.426,0.045,4.3302,0.13,0.8229,0.01,-3.187000000000012,1.68,0
16284846,10.618,0.004,3.907,0.045,1.5277,0.03,0.3709,0.0,-28.3964,0.34,0
16287110,10.82,0.0,3.077,0.015,1.1602,0.02,0.3107,0.0,-22.72410000000002,0.19,0
16291700,11.062,0.004,6.412,0.113,3.3369,0.05,0.7101,0.01,72.6757,0.69,0
16300532,11.423,0.004,7.248,0.075,3.5839,0.03,0.8906,0.0,50.3994,1.16,0
16322846,10.789,0.004,5.348,0.151,3.9211,0.11,0.398,0.01,67.4317,0.38,0
16329215,10.536,0.008,4.787,0.166,2.9733,0.12,0.452,0.01,58.8253,0.68,0
16331602,11.392,0.016,40.998,3.4,8.0,0.23,0.7232,0.01,-81.2762,0.92,1
16342999,10.906,0.004,6.034,0.113,2.5475,0.05,0.8824,0.01,1.225200000000001,2.45,0
16347100,10.753,0.008,6.905,0.264,3.5401,0.11,0.6846,0.01,-31.12100000000001,1.19,0
16351397,10.947,0.008,6.156,0.309,6.5484,0.21,0.779,0.01,-87.074,1.46,0
16360007,10.671,0.008,5.519,0.271,4.5722,0.19,0.5707,0.01,-78.4477,0.91,0
16364620,10.819,0.004,5.318,0.083,2.1583,0.04,0.5493,0.0,-79.0625,0.5,0
16369839,10.803,0.004,3.284,0.03,2.7985,0.07,0.2993,0.0,-5.722100000000012,0.24,0
16373728,10.699,0.004,6.516,0.068,1.3159,0.02,0.2497,0.0,-71.057,0.2,0
16376965,10.754,0.004,7.186,0.083,1.1688,0.02,0.5209,0.0,-2.6182000000000016,0.49,0
16382118,10.857,0.008,7.871,0.196,2.5729,0.06,0.7784,0.01,-87.9267,1.48,0
16385871,10.707,0.004,4.777,0.075,1.858,0.04,0.5304,0.01,57.7826,0.54,0
16390784,10.429,0.004,3.282,0.068,1.6262,0.06,0.7987,0.01,34.5279,2.48,0
16394337,10.785,0.004,3.976,0.083,3.2016,0.09,0.6562,0.01,-80.6675,0.84,0
16398555,10.858,0.004,5.219,0.075,1.9806,0.03,0.8946,0.01,58.985,2.69,0
16403899,10.871,0.004,5.022,0.121,3.6605,0.09,0.6036,0.01,44.932,0.63,0
16409437,10.644,0.008,5.403,0.128,2.0031,0.05,0.8284,0.01,-72.0355,2.44,0
16413980,10.491,0.004,3.727,0.053,1.0993,0.03,0.6192,0.01,-65.7944,0.89,0
16416252,10.712,0.004,4.479,0.068,1.8274,0.04,0.7759,0.01,-64.8385,1.41,0
16420095,10.918,0.004,6.243,0.106,2.4024,0.04,0.7309,0.01,-22.756200000000007,0.91,0
16424325,10.635,0.008,6.934,0.279,3.2826,0.12,0.4499,0.01,61.2041,0.63,0
16429682,10.788,0.004,6.167,0.106,2.1431,0.04,0.4556,0.0,-43.1293,0.4,0
16433030,10.805,0.004,4.722,0.06,1.7247,0.03,0.7793,0.01,39.3411,1.19,0
16437978,10.975,0.004,6.646,0.075,1.556,0.02,0.8918,0.01,5.035499999999999,2.17,0
16442650,10.758,0.004,5.083,0.06,1.3166,0.02,0.846,0.01,76.903,1.91,0
16447238,10.93,0.004,10.119,0.256,3.0666,0.06,0.4704,0.0,-36.664199999999994,0.41,0
16451642,10.253,0.02,7.078,0.513,2.3685,0.16,0.5865,0.02,75.6188,2.12,0
16454620,11.087,0.004,9.909,0.166,2.4049,0.03,0.7735,0.01,-17.469499999999982,1.0,0
16459279,10.531,0.004,3.479,0.068,1.8943,0.06,0.6538,0.01,-74.1711,1.09,0
16462661,10.8,0.004,2.314,0.068,6.332,0.24,0.5249,0.01,-14.103200000000015,0.65,0
16467494,10.709,0.004,6.457,0.113,1.3596,0.02,0.9311,0.01,33.9358,5.89,0
16472250,10.896,0.004,10.314,0.166,1.9918,0.04,0.2448,0.0,46.3535,0.18,4
16475748,10.166,0.004,2.203,0.023,0.4717,0.05,0.5085,0.01,-29.164199999999994,0.99,0
16477549,10.739,0.012,11.029,0.558,3.1534,0.11,0.7822,0.01,-89.4255,2.36,0
16481407,10.053,0.008,1.991,0.06,1.8571,0.2,0.5959,0.02,-52.18889999999999,2.32,0
16482629,10.652,0.012,4.035,0.347,8.0,0.47,0.5138,0.01,55.5113,0.94,1
16487719,10.507,0.004,2.734,0.023,1.1712,0.04,0.4867,0.01,74.9577,0.55,0
16490608,10.108,0.008,2.839,0.083,1.3799,0.09,0.7075,0.02,-13.230000000000018,2.81,0
16491889,10.561,0.008,4.745,0.106,1.7381,0.05,0.8489,0.01,0.5297999999999945,3.07,0
16494873,10.703,0.004,4.313,0.06,1.7867,0.04,0.605,0.01,-39.84109999999998,0.67,0
16500250,10.838,0.008,9.995,0.369,3.6032,0.1,0.4697,0.01,-38.79390000000001,0.51,0
16504439,10.62,0.008,4.356,0.166,3.5654,0.14,0.7018,0.01,-60.5968,1.46,0
16510725,10.995,0.0,5.193,0.03,1.3085,0.01,0.4221,0.0,52.8286,0.2,0
16515784,10.511,0.008,5.82,0.173,1.8741,0.06,0.6849,0.01,45.1443,1.55,0
16517497,10.82,0.004,7.316,0.128,2.0695,0.04,0.4665,0.0,29.1607,0.41,0
16521446,10.852,0.004,6.212,0.121,2.692,0.05,0.4968,0.0,26.0535,0.43,0
16525983,10.7,0.004,4.476,0.045,1.1504,0.02,0.6072,0.0,67.8812,0.6,0
16530723,10.878,0.004,6.766,0.113,2.1274,0.04,0.7054,0.01,31.3694,0.88,0
16536187,10.776,0.008,3.057,0.196,8.0,0.39,0.7392,0.01,-10.147600000000011,1.67,1
16539731,10.562,0.008,4.207,0.188,3.9021,0.18,0.6047,0.01,4.9007000000000005,1.15,0
16543298,10.646,0.004,4.719,0.06,1.466,0.03,0.4582,0.0,-70.879,0.43,0
16548503,10.475,0.008,4.22,0.098,1.7105,0.05,0.744,0.01,-75.5316,1.87,0
16550703,10.515,0.012,5.733,0.264,3.2785,0.15,0.4515,0.01,57.2038,0.77,0
16555699,10.724,0.0,4.379,0.038,1.216,0.02,0.3546,0.0,-15.217100000000016,0.25,0
16559175,10.526,0.016,8.713,0.558,2.8866,0.14,0.8658,0.02,-45.98230000000001,5.67,0
16561331,10.704,0.004,3.939,0.038,1.3992,0.02,0.3864,0.0,67.8373,0.3,0
16565965,10.472,0.004,2.674,0.045,2.0861,0.09,0.631,0.01,26.8116,1.15,0
16568583,10.772,0.0,5.185,0.038,1.1224,0.02,0.316,0.0,-79.8225,0.2,0
16573399,10.77,0.004,2.66,0.03,3.153,0.09,0.4961,0.01,83.4375,0.48,0
16578044,10.646,0.004,5.339,0.121,2.3021,0.06,0.5166,0.01,43.0429,0.63,0
16583347,10.692,0.004,4.383,0.083,2.0349,0.05,0.8441,0.01,-13.923299999999983,2.29,0
16588426,10.584,0.004,4.212,0.068,1.5571,0.04,0.555,0.01,0.3038999999999987,0.68,0
16592339,10.316,0.004,3.965,0.083,1.2288,0.04,0.5561,0.01,88.7837,1.06,0
16594175,10.747,0.004,4.987,0.053,1.3666,0.02,0.4044,0.0,2.875699999999995,0.3,0
16598386,10.44,0.004,3.638,0.068,1.5221,0.05,0.5742,0.01,76.1499,0.92,0
16601616,10.653,0.004,5.73,0.098,1.5166,0.03,0.6974,0.01,72.1455,1.13,0
16604516,10.681,0.004,3.825,0.053,2.0912,0.05,0.5081,0.01,8.091999999999999,0.51,0
16608247,10.814,0.004,4.212,0.083,3.0308,0.07,0.743,0.01,-57.70349999999999,1.12,0
16612430,10.47,0.012,5.331,0.279,2.9159,0.14,0.9209,0.02,9.117099999999994,9.07,0
16614950,10.826,0.0,2.503,0.015,2.1691,0.05,0.4134,0.0,44.2669,0.31,0
16618997,10.556,0.008,5.0,0.166,2.5638,0.09,0.6753,0.01,-38.7148,1.38,0
16623393,10.626,0.008,2.733,0.113,5.0634,0.26,0.7765,0.01,-54.95009999999999,2.21,0
16627260,10.709,0.008,5.141,0.151,2.8808,0.08,0.868,0.01,-88.3962,3.07,0
16630435,10.443,0.008,4.94,0.151,1.971,0.07,0.5845,0.01,80.9186,1.14,0
16632265,10.654,0.004,4.597,0.113,2.9161,0.09,0.4515,0.01,27.4966,0.52,0
16636197,10.533,0.0,2.228,0.023,1.3656,0.05,0.5113,0.01,-59.3865,0.6,0
16639750,10.825,0.012,9.988,0.482,3.646,0.12,0.9383,0.01,42.9659,7.81,0
16643442,10.792,0.012,6.319,0.317,4.7562,0.17,0.8516,0.01,9.930599999999998,2.89,0
16647246,10.428,0.008,3.813,0.09,2.0037,0.08,0.4933,0.01,21.724100000000007,0.81,0
16649035,10.34,0.012,4.251,0.211,2.8939,0.17,0.5487,0.02,41.6611,1.34,0
16650764,10.631,0.008,5.118,0.181,3.0132,0.1,0.7884,0.01,-30.065499999999986,2.15,0
16653665,10.751,0.008,8.664,0.317,2.7097,0.08,0.8671,0.01,4.591499999999996,3.54,0
16657911,10.596,0.012,3.037,0.188,6.0662,0.36,0.7303,0.02,-39.904499999999985,2.03,0
16662840,10.634,0.008,5.47,0.128,1.7844,0.04,0.9583,0.01,8.491699999999994,11.28,0
16664982,10.922,0.004,3.536,0.075,4.3287,0.11,0.872,0.01,-49.0677,2.19,0
16668993,10.852,0.004,6.544,0.121,2.3281,0.04,0.621,0.01,47.7793,0.66,0
16673538,10.451,0.004,0.996,0.023,3.5441,0.26,0.6269,0.02,-16.584599999999995,1.68,0
16677355,10.726,0.008,5.289,0.158,2.9733,0.08,0.8307,0.01,83.5377,2.29,0
16680963,10.495,0.008,6.172,0.181,2.0826,0.07,0.3832,0.01,48.5626,0.56,0
16684540,10.481,0.008,3.4,0.083,2.1425,0.08,0.7932,0.01,26.829700000000003,2.39,0
16689344,10.637,0.004,4.541,0.075,1.4806,0.03,0.859,0.01,45.5831,2.64,0
16692291,10.642,0.004,5.084,0.083,1.4402,0.03,0.7031,0.01,60.5338,1.11,0
16696731,10.639,0.008,7.125,0.219,2.2053,0.06,0.7053,0.01,-32.678799999999995,1.49,0
16699988,10.281,0.02,5.477,0.452,3.1334,0.24,0.7136,0.03,41.5533,3.24,0
16701964,10.844,0.012,6.938,0.498,7.5205,0.31,0.5693,0.01,-1.016900000000021,0.79,0
16707700,10.611,0.008,5.043,0.166,2.7749,0.09,0.7189,0.01,-89.1104,1.54,0
16710871,10.9,0.004,6.21,0.053,1.3307,0.02,0.4831,0.0,-74.8756,0.31,0
16715859,10.512,0.008,5.14,0.158,2.2007,0.08,0.604,0.01,-54.94970000000001,1.11,0
16718087,10.576,0.004,5.063,0.083,1.666,0.04,0.3949,0.0,-64.54560000000001,0.43,0
16720414,10.776,0.004,5.986,0.113,2.0677,0.04,0.7822,0.01,-47.400199999999984,1.49,0
16723181,10.291,0.004,2.847,0.053,1.5568,0.08,0.4849,0.01,-51.65639999999999,0.93,0
16725169,10.143,0.008,3.413,0.121,1.3399,0.07,0.8246,0.02,-5.664199999999994,5.04,0
16727954,10.483,0.008,4.661,0.121,2.0539,0.07,0.4551,0.01,-31.947900000000004,0.67,0
16731732,10.92,0.004,9.312,0.226,2.7425,0.06,0.6446,0.01,-19.2765,0.76,0
16736005,11.073,0.004,3.87,0.128,8.0,0.21,0.4358,0.0,60.3238,0.33,1
16740640,10.832,0.016,14.755,1.116,5.1851,0.22,0.527,0.01,-56.1602,0.8,0
16745327,10.858,0.008,6.482,0.204,3.7873,0.1,0.6713,0.01,-14.000400000000013,0.91,0
16750450,10.566,0.008,6.886,0.256,2.3961,0.09,0.6714,0.01,-78.1098,1.5,0
16753621,10.934,0.004,8.449,0.143,2.3836,0.04,0.4669,0.0,60.4102,0.35,0
16757694,10.5,0.004,2.764,0.023,1.0358,0.03,0.6088,0.01,81.89150000000001,0.78,0
16761385,10.92,0.004,2.981,0.023,2.4978,0.05,0.5961,0.0,-7.809799999999996,0.47,0
16766392,10.414,0.004,3.655,0.053,0.9111,0.03,0.7072,0.01,37.9916,1.39,0
16770171,10.864,0.0,5.265,0.03,0.9063,0.01,0.3423,0.0,43.674,0.17,0
16774781,11.102,0.004,4.921,0.06,2.7657,0.04,0.6064,0.0,0.35139999999999816,0.41,0
16789312,10.635,0.008,7.655,0.219,2.303,0.07,0.4122,0.01,-78.403,0.51,0
16791967,11.029,0.0,3.56,0.03,2.5962,0.04,0.4117,0.0,-89.1547,0.23,0
16802830,10.621,0.004,5.632,0.106,1.8151,0.04,0.4483,0.01,55.6703,0.5,0
16806775,10.455,0.004,4.041,0.075,1.783,0.06,0.3256,0.01,-88.1348,0.43,0
16807938,11.131,0.004,6.404,0.173,5.0049,0.1,0.6826,0.01,-63.4833,0.68,0
16824762,10.629,0.0,1.901,0.015,1.3459,0.05,0.4746,0.01,45.29,0.49,0
16828344,10.722,0.008,4.778,0.151,3.6101,0.12,0.5929,0.01,-36.588899999999995,0.81,0
16832145,11.042,0.008,9.523,0.475,6.2702,0.18,0.7539,0.01,-9.304599999999994,1.16,0
16841706,10.742,0.004,7.801,0.166,2.0726,0.05,0.473,0.01,-85.7243,0.5,0
16845587,10.763,0.004,2.92,0.023,2.1391,0.05,0.5104,0.01,-0.3616000000000099,0.45,0
16850422,10.686,0.004,7.83,0.166,1.8752,0.04,0.4056,0.0,-27.59219999999999,0.43,0
16852686,10.536,0.004,5.163,0.121,1.91,0.06,0.5032,0.01,43.0716,0.7,0
16857718,10.848,0.004,6.71,0.143,2.8052,0.06,0.466,0.0,-15.489800000000002,0.41,0
16861201,10.308,0.004,3.191,0.053,0.8799,0.03,0.8653,0.01,-9.412399999999991,4.09,0
16865320,10.817,0.016,13.799,1.04,4.6206,0.19,0.7802,0.01,-6.758800000000008,2.31,0
16869604,10.648,0.012,8.528,0.332,2.4514,0.08,0.766,0.01,-29.360000000000014,2.2,0
16872252,10.63,0.004,5.424,0.053,1.2475,0.03,0.2362,0.0,81.9606,0.2,0
16874413,10.784,0.008,8.771,0.302,2.8028,0.08,0.8175,0.01,-1.7128999999999905,2.3,0
16878001,10.501,0.012,3.999,0.219,4.0208,0.22,0.8373,0.02,-5.589499999999987,3.85,0
16882281,10.651,0.008,5.178,0.128,2.6188,0.08,0.592,0.01,19.601399999999998,0.85,2
16886031,10.574,0.004,6.025,0.113,1.5482,0.04,0.394,0.0,-77.4855,0.45,0
16888476,10.518,0.008,5.972,0.128,1.2912,0.03,0.7621,0.01,20.557299999999998,2.04,0
16891181,10.673,0.0,3.976,0.03,0.9222,0.02,0.3509,0.0,69.4843,0.25,0
16895359,10.634,0.004,2.82,0.045,2.6993,0.1,0.5105,0.01,0.4344999999999999,0.62,0
16899535,10.426,0.004,3.696,0.075,1.3933,0.04,0.8371,0.01,-24.71289999999999,3.12,0
16902854,10.883,0.004,3.881,0.075,3.5292,0.08,0.6946,0.01,25.155900000000003,0.84,0
16907882,10.781,0.004,5.781,0.128,2.4992,0.06,0.6355,0.01,-60.6015,0.8,0
16911817,10.623,0.004,5.546,0.121,1.6961,0.04,0.7982,0.01,85.8495,2.05,0
16914856,10.044,0.008,1.794,0.053,1.6343,0.17,0.8532,0.03,-17.737700000000018,7.35,0
16916061,10.892,0.004,10.831,0.264,2.8738,0.06,0.3464,0.0,70.1318,0.29,0
16921469,10.656,0.0,1.89,0.015,1.6622,0.06,0.4331,0.01,18.861500000000007,0.44,0
16925428,10.719,0.008,7.071,0.219,2.5361,0.07,0.7681,0.01,81.08670000000001,1.76,0
16928822,10.503,0.008,6.212,0.226,2.081,0.08,0.7861,0.02,-83.0445,2.76,0
16931057,10.665,0.008,7.792,0.204,1.9556,0.05,0.6229,0.01,-1.1528999999999883,1.01,0
16935096,10.848,0.004,6.223,0.113,2.5414,0.05,0.5113,0.0,57.2591,0.45,0
16939582,10.577,0.012,6.003,0.332,3.7026,0.17,0.7686,0.02,8.805999999999997,2.43,0
16943855,10.836,0.004,5.331,0.068,1.693,0.03,0.7293,0.01,-70.74940000000001,0.91,0
16948258,10.811,0.008,8.317,0.362,3.9717,0.13,0.6973,0.01,-15.653999999999996,1.22,0
16952405,10.893,0.004,5.176,0.068,1.9366,0.03,0.9195,0.01,-29.597800000000007,3.29,0
16956976,10.7,0.008,7.011,0.249,2.9261,0.09,0.6938,0.01,-18.754099999999994,1.33,0
16960168,10.737,0.004,6.716,0.113,1.8339,0.04,0.4388,0.0,-5.487700000000018,0.41,0
16965346,10.59,0.008,6.145,0.173,2.1823,0.07,0.5366,0.01,56.823,0.79,0
16968828,10.469,0.004,5.058,0.106,1.3977,0.04,0.5754,0.01,1.5095000000000027,0.95,0
16971378,10.79,0.004,3.038,0.045,2.913,0.08,0.7161,0.01,80.4465,0.98,0
16975468,10.666,0.004,3.851,0.038,1.3064,0.02,0.4405,0.0,3.795100000000005,0.37,0
16978215,10.928,0.004,5.579,0.053,1.8095,0.02,0.5004,0.0,-42.88470000000001,0.32,0
16981992,10.69,0.008,7.586,0.204,2.1825,0.06,0.5352,0.01,89.7293,0.71,0
16986868,10.654,0.004,4.85,0.09,2.2191,0.06,0.4377,0.01,36.1282,0.46,0
16991087,10.857,0.004,6.198,0.128,3.1015,0.07,0.3721,0.0,-8.070499999999981,0.29,0
16994864,10.52,0.004,3.859,0.09,2.1458,0.07,0.6513,0.01,-38.776099999999985,1.19,0
16996938,10.677,0.008,5.832,0.158,2.6009,0.07,0.6152,0.01,46.294,0.9,0
16999530,10.419,0.004,3.989,0.068,1.5524,0.05,0.3309,0.01,29.033,0.45,0
17001552,10.021,0.016,3.657,0.204,1.6221,0.13,0.7187,0.03,28.9752,4.08,0
17003692,10.679,0.0,4.475,0.03,0.8947,0.02,0.3288,0.0,56.7186,0.23,0
17007155,11.086,0.052,88.427,21.961,8.0,0.59,0.5649,0.01,-42.841800000000006,1.3,1
17011393,10.398,0.004,2.89,0.045,1.3755,0.05,0.6754,0.01,84.3016,1.35,0
17014996,10.504,0.004,2.937,0.03,0.9266,0.02,0.6109,0.01,88.5971,0.77,0
17017275,10.523,0.008,7.178,0.271,2.4523,0.09,0.4282,0.01,82.2506,0.68,0
17020670,10.236,0.008,2.361,0.045,1.7953,0.12,0.6397,0.02,60.716300000000004,1.81,0
17022392,10.681,0.004,1.885,0.023,3.0584,0.11,0.3548,0.01,-6.9144000000000005,0.4,0
17025268,10.941,0.004,6.604,0.204,5.6742,0.14,0.2358,0.0,22.913700000000006,0.19,0
17029975,10.572,0.004,4.225,0.098,2.179,0.07,0.602,0.01,-30.165099999999995,0.92,0
17033426,10.749,0.004,2.592,0.023,2.077,0.05,0.7742,0.01,72.3302,1.21,0
17037405,10.362,0.004,3.084,0.045,1.126,0.04,0.6306,0.01,85.7154,1.16,0
17039014,10.48,0.004,4.798,0.098,1.7118,0.05,0.3434,0.01,31.2416,0.44,0
17041188,10.766,0.004,4.39,0.098,2.9469,0.08,0.7011,0.01,-51.419700000000006,1.04,0
17045099,10.623,0.004,4.164,0.053,1.3507,0.03,0.5022,0.0,-76.2202,0.5,0
17047719,10.796,0.008,10.782,0.437,3.173,0.1,0.5958,0.01,27.8416,0.9,0
17051792,10.492,0.004,3.796,0.075,1.9217,0.07,0.5132,0.01,-57.9286,0.74,0
17054448,10.949,0.008,11.312,0.279,2.2497,0.04,0.9081,0.01,-84.3757,4.02,0
17057997,10.415,0.004,3.783,0.06,1.2053,0.04,0.4618,0.01,49.222,0.63,0
17060658,10.382,0.004,1.287,0.03,2.3933,0.16,0.8563,0.02,-23.301199999999994,4.58,0
17064787,10.855,0.008,8.948,0.286,3.7165,0.09,0.4209,0.0,35.4492,0.39,0
17068442,10.701,0.008,5.913,0.234,3.3661,0.11,0.9124,0.01,-25.6541,5.43,0
17071983,10.607,0.004,5.184,0.106,1.6415,0.04,0.8204,0.01,55.4581,2.33,0
17074706,10.145,0.016,2.616,0.166,3.1295,0.32,0.7858,0.03,33.186,5.06,0
17076840,10.657,0.004,5.215,0.075,1.2484,0.02,0.8215,0.01,-18.518699999999995,1.98,0
17079994,10.73,0.004,4.763,0.06,1.5732,0.03,0.5706,0.01,57.7998,0.56,0
17082772,10.903,0.004,3.894,0.06,2.999,0.06,0.7773,0.01,29.2783,1.09,0
17086648,10.602,0.004,5.157,0.106,1.8534,0.05,0.591,0.01,-42.898799999999994,0.83,0
17089653,10.586,0.004,4.741,0.09,1.6703,0.04,0.737,0.01,13.442599999999999,1.49,0
17094055,10.46,0.008,4.895,0.143,1.6722,0.05,0.9606,0.02,58.2408,15.9,0
17096204,10.336,0.008,3.333,0.083,1.5551,0.06,0.7721,0.01,-48.41470000000001,2.56,0
17097594,10.658,0.004,3.515,0.06,2.334,0.07,0.5349,0.01,-76.9128,0.62,0
17100831,10.827,0.004,7.451,0.083,1.3026,0.02,0.5007,0.0,-28.042100000000005,0.4,0
17104297,10.741,0.004,6.877,0.06,1.0397,0.02,0.2981,0.0,-71.2253,0.2,0
17107479,10.426,0.008,4.973,0.188,2.116,0.09,0.7797,0.02,-22.10759999999999,2.84,0
17109600,10.969,0.012,8.42,0.633,8.0,0.3,0.8704,0.01,-89.0638,2.9,1
17113139,10.323,0.012,5.185,0.211,1.7565,0.08,0.7739,0.02,16.538899999999998,3.29,0
17117149,10.561,0.008,4.844,0.158,2.537,0.09,0.7321,0.01,-47.33260000000001,1.75,0
17120126,10.511,0.004,4.545,0.075,1.4776,0.04,0.4191,0.01,-36.58279999999999,0.5,0
17124511,10.39,0.008,5.685,0.211,1.8979,0.08,0.6386,0.01,-48.828,1.65,0
17128462,10.78,0.004,7.035,0.083,1.0735,0.02,0.7842,0.01,-45.17840000000001,1.41,0
17131844,10.76,0.004,2.897,0.03,2.2593,0.06,0.4695,0.01,31.0084,0.41,0
17136102,10.121,0.012,2.598,0.136,2.5241,0.24,0.8087,0.03,61.3213,5.59,0
17138538,10.517,0.008,6.56,0.196,1.5309,0.05,0.9234,0.02,52.6433,8.25,0
17140715,10.611,0.004,4.087,0.083,2.3251,0.07,0.4728,0.01,-4.720399999999984,0.56,0
